2019-06-14 17:08:21,"b'Hello Doctors, I have come to suck all your blood. I AM DRACULA of first kind.\n#DoctorsFightBack https://t.co/87pHM8jT4B'"
2019-06-14 17:08:18,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:08:17,b'RT @YRDeshmukh: This tweet is only in solidarity of of all my Doctor friends across the country. You deserve better than this. Way better t\xe2\x80\xa6'
2019-06-14 17:08:16,"b'RT @SandhuSurbhi: Years of hard work to be just worthy of that WHITE COAT.                      Instead of saving the public\xe2\x80\x99s blood, it go\xe2\x80\xa6'"
2019-06-14 17:08:14,"b""RT @republic: #DoctorsFightBack | The problem should have been acknowledged by Mamata Banerjee. She should have shown a little 'Mamata'. In\xe2\x80\xa6"""
2019-06-14 17:08:14,"b'RT @juhi2606: Dear patients,\nU are worth saving, but you are definitely not worth dying for.\nSincerely,\nYour doctor.\n#SaveTheDoctors  #stan\xe2\x80\xa6'"
2019-06-14 17:08:14,"b'#DoctorsFightBack State is to make citizens secure, but Bengal under Mamta has a government which targets and frigh\xe2\x80\xa6 https://t.co/xcNtRgTLZR'"
2019-06-14 17:08:12,b'We are meant to protect others....not ourselves\n#DoctorsFightBack #IStandWithNRS'
2019-06-14 17:08:09,b'RT @InUthdotcom: Thousands of doctors across India have shown solidarity and joined the ongoing #DoctorsProtest.\n#DoctorsFightBack https://\xe2\x80\xa6'
2019-06-14 17:08:08,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:08:07,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:08:03,b'RT @docmuktesh: Non doctor but sensible people of this country. This is thought to ponder upon. Voice your opinion. Share your your happy s\xe2\x80\xa6'
2019-06-14 17:07:59,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:07:54,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:07:49,b'RT @syedimthiaz4: A white coat has no color \nDont divide doctors into political party #StopViolenceAgainstDoctors \n#DoctorsFightBack https:\xe2\x80\xa6'
2019-06-14 17:07:49,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:07:48,b'RT @ashokepandit: I stand by the Doctors who are fighting for their respect &amp; dignity. They save our lives &amp; are like soldiers on ground. I\xe2\x80\xa6'
2019-06-14 17:07:48,"b'RT @NewIndianXpress: Medical services were hit across the country as the #DoctorsStrike spread across the country including Delhi, Pune, Na\xe2\x80\xa6'"
2019-06-14 17:07:47,"b'RT @NewIndianXpress: Medical services were hit across the country as the #DoctorsStrike spread across the country including Delhi, Pune, Na\xe2\x80\xa6'"
2019-06-14 17:07:46,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:07:45,b'RT @thegovindspace: Its appalling how the protests against the assault on doctors has been largely confined to the medical community. It re\xe2\x80\xa6'
2019-06-14 17:07:45,"b'#DoctorsFightBack \nPlease retweet.\nI am a doctor. Come, hit me.'"
2019-06-14 17:07:43,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:07:29,"b""RT @silly_why: It's high time we protect the PROTECTORS \xe2\x9a\x95\n\n#Savethedoctors #DoctorsFightBack"""
2019-06-14 17:07:28,"b'RT @AshDubey_: Think   for a moment this mental case Mamata Banerjee is  persecuting doctors not knowing its only they , who will treat her\xe2\x80\xa6'"
2019-06-14 17:07:28,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:07:25,"b'Abu Taher Khan, MP, AITC threatened Junior Doctors of MURSHIDABAD MEDICAL COLLEGE &amp; HOSPTITAL Publicly and provoked\xe2\x80\xa6 https://t.co/Hp4K0xrYZC'"
2019-06-14 17:07:24,"b""RT @shandilyacs: #DoctorsFightBack Do we pay taxes for welfare of Rohingyas &amp;Bangladeshis infiltrators who under WB CM's patronage r ruling\xe2\x80\xa6"""
2019-06-14 17:07:23,b'As a #society we need to be more civilised in dealing with #life #saviours. Stringent #laws are required to provide\xe2\x80\xa6 https://t.co/AjOxCGiXEe'
2019-06-14 17:07:21,b'RT @InUthdotcom: Thousands of doctors across India have shown solidarity and joined the ongoing #DoctorsProtest.\n#DoctorsFightBack https://\xe2\x80\xa6'
2019-06-14 17:07:20,"b'RT @juhi2606: Dear patients,\nU are worth saving, but you are definitely not worth dying for.\nSincerely,\nYour doctor.\n#SaveTheDoctors  #stan\xe2\x80\xa6'"
2019-06-14 17:07:19,"b'RT @KundanM91111886: ""I won\'t bow down my head,I will look you in the eye"", A Bengali doctor sings the song #DoctorsFightBack #DoctorsProte\xe2\x80\xa6'"
2019-06-14 17:07:14,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:07:14,b'Still there  is not any single tweet or reaction by Shri  @narendramodi and Shri  @AmitShah  why sir ?\xe2\x80\xa6 https://t.co/j5BZiILFVM'
2019-06-14 17:07:10,b'#DoctorsFightBack. Water crisis in Chennai and if doctors are not protected there will be health crises in the country.'
2019-06-14 17:07:10,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:07:09,b'RT @officialtngda: Doctors and Students from Thanjavur Medical College joins Nationwide protest.\n#doctors_against_assualt \n#DoctorsFightBac\xe2\x80\xa6'
2019-06-14 17:07:04,"b'RT @krishna0302: Scene of protests at #Hyderabad, Secunderabad, Mahabubnagar &amp; Adilabad. #Doctors across #Telangana stand in solidarity wit\xe2\x80\xa6'"
2019-06-14 17:07:02,"b'RT @chandana_piyali: Dear #AbpAnanda, #Zee24Ghanta and others.. why are we seeing how the protestant doctors are living up to their respons\xe2\x80\xa6'"
2019-06-14 17:06:59,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:06:59,"b'RT @sanjukta: Click on the trend #DoctorsFightBack. First few tweets are from Op India, Yeshwant Deshmukh, Chandra Kumar Bose. Do you still\xe2\x80\xa6'"
2019-06-14 17:06:55,b'RT @InUthdotcom: Thousands of doctors across India have shown solidarity and joined the ongoing #DoctorsProtest.\n#DoctorsFightBack https://\xe2\x80\xa6'
2019-06-14 17:06:52,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:49,b'RT @YRDeshmukh: This tweet is only in solidarity of of all my Doctor friends across the country. You deserve better than this. Way better t\xe2\x80\xa6'
2019-06-14 17:06:48,b'@republic @AskAnshul #DoctorsFightBack #SaveBengal #Savethedoctors This senior doctor has already resigned two days\xe2\x80\xa6 https://t.co/TaR8vdxakI'
2019-06-14 17:06:46,"b'RT @imMAK02: I dont support any kind of Mob Violence, Doctors deserve safety and protection. \n\nBut the way BJP leaders and Sanghi trolls ha\xe2\x80\xa6'"
2019-06-14 17:06:43,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:40,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:06:40,"b'Also , how many ""Literature/Arts"" people \'ve returned their awards on whats happening in West Bengal ?  I am assumi\xe2\x80\xa6 https://t.co/FXpigJzrik'"
2019-06-14 17:06:39,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:37,"b""RT @republic: #DoctorsFightBack | Doctors' strike reaches Supreme Court: Plea filed over safety and security of doctors seeking security at\xe2\x80\xa6"""
2019-06-14 17:06:36,"b""RT @republic: #DoctorsFightBack | Doctors' strike reaches Supreme Court: Plea filed over safety and security of doctors seeking security at\xe2\x80\xa6"""
2019-06-14 17:06:34,"b""RT @republic: #DoctorsFightBack | Here's the number of resignations from medical colleges as agitating doctors place 6 demands and seek an\xe2\x80\xa6"""
2019-06-14 17:06:33,"b'Mamta Banerjee is not a \'Chief Minister\',she\'s a ""Cheap Minister"".Her statements prove that Bengal is in such wrong\xe2\x80\xa6 https://t.co/ajINy0Fwq0'"
2019-06-14 17:06:33,"b'RT @ShefVaidya: If tonight @MamataOfficial has a stroke, who is going to treat her? The same doctors she is threatening and bullying? #Doct\xe2\x80\xa6'"
2019-06-14 17:06:33,"b'Click on the trend #DoctorsFightBack. First few tweets are from Op India, Yeshwant Deshmukh, Chandra Kumar Bose. Do\xe2\x80\xa6 https://t.co/eCczuElUwT'"
2019-06-14 17:06:31,"b'RT @republic: #DoctorsFightBack | No doctor wishes to stop emergency services: Dr Sayantan Banerjee, Resident doctor, AIIMS (Relative of as\xe2\x80\xa6'"
2019-06-14 17:06:28,b'RT @republic: #DoctorsFightBack | Do you support the protests of doctors seeking safety in hospitals?'
2019-06-14 17:06:27,b'RT @gopi03091999: #DoctorsFightBack\nDoctors of govt. Medical clg surat protest against violence against doctors. ..\n#Save the savior https:\xe2\x80\xa6'
2019-06-14 17:06:25,"b""History repeats itself the India's first war of independence of 1857/ the Soldiers did mutiny at Barrackpore, Kolka\xe2\x80\xa6 https://t.co/dtektD5qul"""
2019-06-14 17:06:24,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:24,"b'RT @republic: #DoctorsFightBack | The core demand is security, including CCTVs, security personnel, restricting entry, improving patient-do\xe2\x80\xa6'"
2019-06-14 17:06:23,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:12,b'RT @sankisurgeon: Support for Indian doctors coming from Nepal and Pakistan as well. #standwithnrs #DoctorsFightBack #Savedoctors @mosaytas\xe2\x80\xa6'
2019-06-14 17:06:07,b'RT @docmuktesh: Non doctor but sensible people of this country. This is thought to ponder upon. Voice your opinion. Share your your happy s\xe2\x80\xa6'
2019-06-14 17:06:05,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:04,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:06:02,b'RT @KapilMishra_IND: New India is fighting against Fraud leaders\n\nDoctors fighting Mamta in Bengal\n\nEngineers like E Sreedharan fighting in\xe2\x80\xa6'
2019-06-14 17:06:01,"b'RT @GuptaTavish: Doctors of JIPMER, Pondicherry stand with NRSMCH. We are on a strike today so that such violence against doctors does not\xe2\x80\xa6'"
2019-06-14 17:05:59,b'RT @AAyoub67620728: #DoctorsUnderOppresion \n#DoctorsFightBack \n#doctorsunderoppression \nThe ministry: how are you gonna keep fighting ?\nMed\xe2\x80\xa6'
2019-06-14 17:05:58,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:05:55,"b""RT @psarkar2111: We demands for safety at work place it's a fundamental right of every worker,but politicians made it communal #Istandwithd\xe2\x80\xa6"""
2019-06-14 17:05:55,"b""RT @republic: #DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NR\xe2\x80\xa6"""
2019-06-14 17:05:55,"b'I dont support any kind of Mob Violence, Doctors deserve safety and protection. \n\nBut the way BJP leaders and Sangh\xe2\x80\xa6 https://t.co/8XMxMUJru4'"
2019-06-14 17:05:55,b'RT @SudipKumarDut10: #DoctorsFightBack Mamata instigated Doctors in her first appearance.Her body language was such that as if she is addre\xe2\x80\xa6'
2019-06-14 17:05:55,"b""RT @republic: #DoctorsFightBack | Here's the number of resignations from medical colleges as agitating doctors place 6 demands and seek an\xe2\x80\xa6"""
2019-06-14 17:05:54,b'Very ugly &amp; unpleasant scenario. Doctors are getting thrashed &amp; patients party have to face unwanted trauma. Fully\xe2\x80\xa6 https://t.co/zy6wGDpzed'
2019-06-14 17:05:49,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:05:48,"b'At advance level of mental illness , Mamta definitely need treatment ....and  Doctors know well HOW TO TREAT A MENT\xe2\x80\xa6 https://t.co/V2tbsDoBmT'"
2019-06-14 17:05:48,b'RT @ravi_dubey7: West Bengal doctor strike live: IMA declares nationwide strike on Monday; doctors seek apology from Mamata Banerjee https:\xe2\x80\xa6'
2019-06-14 17:05:48,b'RT @SwamiGeetika: The massive crowd of doctors protesting against CM @MamataOfficial in Kolkata \nThe Suppression and atrocities of @MamataO\xe2\x80\xa6'
2019-06-14 17:05:47,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:05:44,"b""RT @republic: #DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NR\xe2\x80\xa6"""
2019-06-14 17:05:40,"b'RT @ShefVaidya: If tonight @MamataOfficial has a stroke, who is going to treat her? The same doctors she is threatening and bullying? #Doct\xe2\x80\xa6'"
2019-06-14 17:05:40,"b'After seeing horrific @MamataOfficial, I have got some humanly respect for @ArvindKejriwal  #doctorsfightback\xe2\x80\xa6 https://t.co/SrxhHZm2mK'"
2019-06-14 17:05:36,b'#DoctorsFightBack always at the receiving end of the stick. Tortured mentally and physically but back to work the next day with a smile'
2019-06-14 17:05:35,b'RT @YRDeshmukh: This tweet is only in solidarity of of all my Doctor friends across the country. You deserve better than this. Way better t\xe2\x80\xa6'
2019-06-14 17:05:33,"b""RT @republic: #DoctorsFightBack | The problem should have been acknowledged by Mamata Banerjee. She should have shown a little 'Mamata'. In\xe2\x80\xa6"""
2019-06-14 17:05:33,"b'RT @OpIndia_com: Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingContr\xe2\x80\xa6'"
2019-06-14 17:05:33,b'RT @Least_ordinary: Doctors in AIIMS Jodhpur also add to the protest by wearing bandages and carrying out a candle march in evening #Doctor\xe2\x80\xa6'
